	galaxia1	galaxiaC1
6268	69589	69521
6269	69615	134459
6270	69620	69170
6271	69635	69653
6272	69638	134459
6273	69645	69664
6274	69650	69126
6275	69651	69557
6276	69653	69635
6277	69658	70052
6278	69661	69454
6279	69664	69700
6280	69665	69239
6281	69677	9002677
6282	69678	69976
6283	69691	9002677
6284	69696	69713
6285	69700	69664
6286	69707	68291
6287	69713	69714
6288	69714	69713
6289	69733	69777
6290	69734	70025
6291	69759	70039
6292	69777	69733
6293	69829	69847
6294	69841	71864
6295	69847	69829
6296	69859	70287
6297	69860	69867
6298	69867	69860
6299	69887	69777
6300	69890	69976
6301	69947	71345
6302	69964	595355
6303	69967	535018
6304	69969	69867
6305	69976	69890
6306	69991	69890
6307	69994	595355
6308	69998	69964
6309	69999	3252680
6310	70025	69448
6311	70027	70094
6312	70036	70094
6313	70037	69620
6314	70039	70806
6315	70052	69658
6316	70057	69991
6317	70060	69678
6318	70067	90402
6319	70069	70184
6320	70070	70306
6321	70075	70081
6322	70081	132595
6323	70083	132595
6324	70085	70094
6325	70090	69578
6326	70093	69994
6327	70094	70085
6328	70096	68618
6329	70098	70104
6330	70102	69499
6331	70104	194352
6332	70109	70253
6333	70110	70075
6334	70113	70142
6335	70117	132595
6336	70128	70109
6337	70131	70175
6338	70142	70113
6339	70172	70175
6340	70175	70172
6341	70184	70069
6342	70188	70142
6343	70213	70307
6344	70219	70252
6345	70243	70172
6346	70252	70219
6347	70253	70109
6348	70258	69327
6349	70264	70291
6350	70266	69859
6351	70271	70419
6352	70285	70295
6353	70287	70925
6354	70291	70264
6355	70292	70295
6356	70295	70285
6357	70304	70184
6358	70306	70070
6359	70307	70285
6360	70324	71866
6361	70332	70307
6362	70356	69323
6363	70359	70036
6364	70369	70037
6365	70371	3252680
6366	70395	70188
6367	70396	229961
6368	70404	68922
6369	70407	70128
6370	70419	70271
6371	70420	70426
6372	70426	70420
6373	70427	71645
6374	70433	70291
6375	70482	71360
6376	70485	70505
6377	70486	69969
6378	70505	95478
6379	70533	70680
6380	70565	70090
6381	70569	70404
6382	70582	70090
6383	70588	561887
6384	70657	70102
6385	70676	70814
6386	70680	70533
6387	70697	70840
6388	70714	69539
6389	70756	86487
6390	70786	71216
6391	70795	71509
6392	70800	71660
6393	70806	70966
6394	70813	71650
6395	70814	70253
6396	70828	71498
6397	70840	70697
6398	70884	561887
6399	70894	4668282
6400	70925	71036
6401	70966	70806
6402	71001	4609961
6403	71003	69376
6404	71031	71001
6405	71036	71216
6406	71047	71844
6407	71066	70304
6408	71069	70266
6409	71071	71138
6410	71111	71172
6411	71133	1536138
6412	71138	71071
6413	71172	71111
6414	71213	71031
6415	71216	71036
6416	71219	72181
6417	71220	71596
6418	71345	71728
6419	71360	70482
6420	71375	71394
6421	71394	71172
6422	71430	70486
6423	71456	71876
6424	71473	71800
6425	71479	70676
6426	71480	71071
6427	71498	71790
6428	71509	71646
6429	71531	70894
6430	71548	72178
6431	71564	71603
6432	71580	71941
6433	71583	71679
6434	71596	71220
6435	71603	71564
6436	71636	71895
6437	71645	71730
6438	71646	71680
6439	71650	71071
6440	71660	72597
6441	71679	71583
6442	71680	71646
6443	71692	70925
6444	71716	72178
6445	71720	71844
6446	71726	71728
6447	71728	71726
6448	71729	72003
6449	71730	71760
6450	71760	71730
6451	71775	71866
6452	71781	71910
6453	71784	71216
6454	71785	1536138
6455	71790	71498
6456	71800	71473
6457	71801	1536138
6458	71824	130826
6459	71828	72350
6460	71829	71456
6461	71830	71932
6462	71837	71720
6463	71838	71679
6464	71844	71720
6465	71850	71219
6466	71864	69841
6467	71866	71775
6468	71868	71878
6469	71876	72123
6470	71878	71868
6471	71881	70840
6472	71883	71926
6473	71895	71932
6474	71910	71934
6475	71926	71883
6476	71932	71830
6477	71934	71910
6478	71938	71785
6479	71941	71580
6480	71943	71948
6481	71948	71943
6482	71989	71394
6483	72001	72252
6484	72003	71729
6485	72006	72015
6486	72009	1010767
6487	72015	72060
6488	72038	71948
6489	72039	428034
6490	72060	72015
6491	72073	72983
6492	72087	72237
6493	72097	72060
6494	72123	128343
6495	72128	72131
6496	72131	72128
6497	72178	71548
6498	72181	71219
6499	72237	72087
6500	72252	72001
6501	72260	72367
6502	72262	128343
6503	72263	73177
6504	72300	130826
6505	72314	72774
6506	72350	71828
6507	72367	71926
6508	72381	72491
6509	72443	1225
6510	72444	70814
6511	72491	307
6512	72597	4075665
6513	72774	72314
6514	72799	133627
6515	72847	43
6516	72872	72001
6517	72882	218
6518	72933	133627
6519	72957	227904
6520	72983	72073
6521	73013	71800
6522	73049	2789
6523	73063	70396
6524	73126	197334
6525	73161	71829
6526	73163	71895
6527	73177	72263
6528	73553	4211
6529	73809	3554
6530	74057	1742964
6531	74617	74714
6532	74714	74617
6533	74766	13330
6534	74868	13511
6535	74886	13552
6536	74895	13511
6537	74983	13794
6538	74993	13794
6539	75619	18893
6540	75997	85933
6541	76036	19574
6542	76179	86003
6543	76307	19920
6544	76353	20008
6545	76930	20867
6546	77197	20670
6547	77806	86064
6548	77827	21488
6549	77897	2807064
6550	78107	78286
6551	78286	78107
6552	78533	21687
6553	78645	86078
6554	78886	3097172
6555	79814	22319
6556	80172	79814
6557	80408	23028
6558	81925	24405
6559	82501	27166
6560	82553	82501
6561	82565	27458
6562	82974	83014
6563	82988	646162
6564	82992	82995
6565	82995	30849
6566	83003	30821
6567	83014	30815
6568	83019	83028
6569	83028	83019
6570	83030	83084
6571	83054	30981
6572	83078	83003
6573	83082	83136
6574	83084	83030
6575	83086	83103
6576	83095	83128
6577	83103	83086
6578	83115	30981
6579	83123	83136
6580	83128	30878
6581	83136	83123
6582	83163	83219
6583	83203	31103
6584	83219	83163
6585	83220	31020
6586	83222	30988
6587	83248	31248
6588	83270	31797
6589	83330	4078757
6590	83341	32178
6591	83474	47660
6592	83543	42791
6593	83546	1126897
6594	83798	45924
6595	83808	83809
6596	83809	83808
6597	83820	83809
6598	83827	46256
6599	83828	45991
6600	83842	46068
6601	83851	46150
6602	83852	83855
6603	83855	83852
6604	83870	46166
6605	83890	46141
6606	83905	46277
6607	83927	46166
6608	83933	46494
6609	84116	2069162
6610	84252	52341
6611	84298	52673
6612	84880	3097230
6613	84914	63694
6614	85188	67168
6615	85256	69546
6616	85258	69349
6617	85276	69212
6618	85930	18893
6619	85933	75997
6620	85934	85930
6621	85945	21850
6622	85948	20948
6623	85969	21768
6624	85984	23418
6625	86003	76179
6626	86031	20564
6627	86038	20825
6628	86040	20825
6629	86046	2802336
6630	86052	20956
6631	86060	86068
6632	86064	77806
6633	86066	86069
6634	86068	86060
6635	86069	86066
6636	86077	21886
6637	86078	78645
6638	86093	86064
6639	86269	100769
6640	86270	15147
6641	86285	136523
6642	86287	18964
6643	86291	1404402
6644	86487	70756
6645	86581	138608
6646	86602	20250
6647	86613	25425
6648	86627	1528674
6649	86636	38802
6650	86667	25458
6651	86687	45884
6652	86688	45836
6653	87269	68942
6654	87291	1230912
6655	87327	31466
6656	87328	87330
6657	87329	141465
6658	87330	87328
6659	87370	46597
6660	87414	66669
6661	87425	25940
6662	87676	53267
6663	87900	7045
6664	87905	6983
6665	88366	16716
6666	88666	44050
6667	88832	46848
6668	88955	51064
6669	88974	51424
6670	89642	49604
6671	89747	10942
6672	89942	2797282
6673	89976	2802322
6674	89985	15109
6675	90033	17810
6676	90034	178737
6677	90106	25202
6678	90117	5060468
6679	90131	96472
6680	90146	35165
6681	90170	43176
6682	90183	48509
6683	90243	58536
6684	90278	84880
6685	90296	61522
6686	90298	61647
6687	90302	202504
6688	90333	5060565
6689	90334	204357
6690	90359	64187
6691	90402	166725
6692	90422	70052
6693	90718	1021840
6694	90941	27982
6695	91071	33097
6696	91091	37259
6697	91149	170172
6698	91158	37688
6699	91165	38132
6700	91242	1074684
6701	91258	45650
6702	91347	1059326
6703	91381	52462
6704	91399	44219
6705	91408	53724
6706	91528	57722
6707	91667	2817181
6708	91742	71003
6709	91755	69658
6710	92241	24225
6711	92243	100042
6712	92244	153323
6713	92255	100060
6714	93080	5193
6715	93119	43950
6716	93517	62099
6717	93576	62320
6718	93585	16158
6719	93845	5064622
6720	94008	5281
6721	95478	70505
6722	95590	15599
6723	95610	44219
6724	95737	61512
6725	96409	24195
6726	96428	4075761
6727	96438	26114
6728	96441	2791741
6729	96462	29178
6730	96465	29178
6731	96472	5060468
6732	96492	33052
6733	96553	166345
6734	96569	2801987
6735	96602	60554
6736	97055	16426
6737	97059	16158
6738	97136	18136
6739	97144	18458
6740	97146	2802324
6741	97148	18030
6742	97204	20314
6743	97214	20530
6744	97237	68689
6745	97243	5061117
6746	97266	68194
6747	99754	49354
6748	99965	141491
6749	100031	30594
6750	100032	35417
6751	100042	92243
6752	100050	27201
6753	100060	92255
6754	100070	29815
6755	100071	29160
6756	100080	31099
6757	100096	2792778
6758	100123	32877
6759	100170	10217
6760	100769	86269
6761	100770	97144
6762	101167	65436
6763	101178	65436
6764	101213	483219
6765	101241	69011
6766	101325	2800404
6767	101367	141468
6768	101536	3087595
6769	104518	37366
6770	105180	46456
6771	105379	50323
6772	106349	67256
6773	107441	71730
6774	126708	43
6775	127483	2919
6776	127623	67168
6777	127740	73126
6778	128060	15941
6779	128343	72123
6780	128393	129238
6781	128867	65256
6782	128909	65634
6783	129238	1374
6784	129301	1816
6785	129874	472840
6786	129923	68517
6787	130726	68165
6788	130826	71824
6789	131595	68266
6790	132188	14702
6791	132391	66648
6792	132410	67425
6793	132448	66767
6794	132468	68249
6795	132480	68249
6796	132485	67364
6797	132490	68290
6798	132595	70081
6799	132962	9246
6800	133346	67955
6801	133362	68583
6802	133411	67878
6803	133577	71934
6804	133627	72799
6805	133663	828767
6806	134011	12309
6807	134015	12431
6808	134080	13561
6809	134094	13871
6810	134349	197911
6811	134459	69638
6812	134460	69638
6813	134641	414
6814	134939	11508
6815	135045	13324
6816	135072	12961
6817	135085	14377
6818	135097	13575
6819	135126	14772
6820	135136	3314453
6821	135393	69976
6822	135681	135684
6823	135684	135681
6824	135713	14718
6825	135784	1126018
6826	135859	51495
6827	135878	70104
6828	136075	136100
6829	136100	97146
6830	136308	19072
6831	136493	136523
6832	136523	136493
6833	136560	20027
6834	136779	20948
6835	138291	3528
6836	138465	6719
6837	138604	2690696
6838	138606	166465
6839	138608	86581
6840	138959	19397
6841	139004	20514
6842	139147	25024
6843	139241	28987
6844	139476	3094365
6845	139693	36643
6846	139866	83546
6847	140339	52030
6848	140374	52237
6849	140462	84298
6850	140498	54602
6851	140528	54421
6852	140532	5061296
6853	140544	55674
6854	140657	57723
6855	140730	59884
6856	140757	2801036
6857	140770	140657
6858	140806	140770
6859	140814	61487
6860	140858	63420
6861	140880	66003
6862	140949	2688392
6863	140953	68285
6864	141021	69212
6865	141079	70756
6866	141088	70102
6867	141460	31385
6868	141462	141483
6869	141463	141466
6870	141464	141468
6871	141465	87329
6872	141466	141463
6873	141467	141463
6874	141468	141464
6875	141477	31464
6876	141481	31483
6877	141483	141489
6878	141489	141483
6879	141491	31443
6880	141492	31549
6881	141493	31537
6882	141508	43301
6883	141515	43790
6884	141730	43608
6885	141854	46583
6886	141856	49121
6887	141857	50618
6888	141859	166320
6889	141862	56007
6890	141869	59314
6891	141996	71111
6892	142166	72039
6893	142374	18087
6894	142884	36158
6895	142889	4101550
6896	143011	100769
6897	143013	168944
6898	143060	136523
6899	143096	20222
6900	144017	4099
6901	145186	11367
6902	145875	14037
6903	146306	16090
6904	146604	146649
6905	146649	16317
6906	147818	17651
6907	147828	17668
6908	147986	962326
6909	148020	18154
6910	148318	18213
6911	149112	19476
6912	150261	20775
6913	150331	356525
6914	152355	23302
6915	153320	25274
6916	153321	25097
6917	153323	25274
6918	153352	24625
6919	153947	154036
6920	154036	154079
6921	154079	27158
6922	154235	27982
6923	154265	28211
6924	154485	4609919
6925	154630	29096
6926	154979	29950
6927	155257	673630
6928	155392	737369
6929	155398	31090
6930	155404	31280
6931	155460	31510
6932	155494	31530
6933	155650	31841
6934	156246	34130
6935	156572	34731
6936	156895	36240
6937	156904	36304
6938	157406	38417
6939	157419	727323
6940	157983	42882
6941	158033	42681
6942	158469	44944
6943	158497	576924
6944	158715	46525
6945	158719	46497
6946	159073	46597
6947	159145	47568
6948	159164	683083
6949	159549	49673
6950	159907	51492
6951	160364	53516
6952	160376	53630
6953	160812	3082691
6954	161613	62963
6955	161647	598512
6956	161723	161790
6957	161790	490824
6958	162241	64216
6959	162261	64605
6960	162339	64654
6961	165356	2691587
6962	165358	2673378
6963	165366	13501
6964	165640	166345
6965	165693	140770
6966	165749	61532
6967	165861	2384678
6968	165944	59216
6969	165962	59880
6970	165989	332859
6971	166020	2793224
6972	166021	48106
6973	166025	166027
6974	166027	166025
6975	166045	2793197
6976	166071	138608
6977	166078	166471
6978	166081	13712
6979	166184	3557664
6980	166289	166291
6981	166290	2807096
6982	166291	166289
6983	166292	166289
6984	166320	166322
6985	166322	166320
6986	166323	49121
6987	166325	50614
6988	166334	50614
6989	166343	166344
6990	166344	166343
6991	166345	166343
6992	166465	138606
6993	166470	2691587
6994	166471	13188
6995	166476	13121
6996	166546	61863
6997	166680	166684
6998	166684	4667537
6999	166712	65001
7000	166725	90402
7001	166755	69376
7002	166860	8121
7003	166861	13693
7004	166862	2722040
7005	166864	14432
7006	166865	166476
7007	166899	61359
7008	166900	61353
7009	167518	4667537
7010	168205	67671
7011	168944	143013
7012	169670	45475
7013	169673	45404
7014	169683	45721
7015	169727	46243
7016	169787	4785
7017	169959	7613
7018	170063	14910
7019	170096	859060
7020	170100	170120
7021	170113	90146
7022	170120	3093553
7023	170127	3093553
7024	170170	888878
7025	170172	36895
7026	170174	888878
7027	170179	37348
7028	170181	37099
7029	170200	42905
7030	170208	158033
7031	170227	44589
7032	170239	46664
7033	170245	46848
7034	170306	49596
7035	170341	51291
7036	170346	1069176
7037	170359	52730
7038	170385	67871
7039	170430	11420
7040	170431	11522
7041	170437	13620
7042	178263	17379
7043	178498	874029
7044	178737	18030
7045	179437	3098456
7046	179821	3442514
7047	180413	20510
7048	181908	29281
7049	182581	34728
7050	183194	42662
7051	183516	45073
7052	183552	45466
7053	184770	817614
7054	184824	53161
7055	184851	53521
7056	185874	64005
7057	188428	2817276
7058	188521	66517
7059	188824	66617
7060	192362	68530
7061	192463	68020
7062	193081	69404
7063	193187	69251
7064	194352	70104
7065	195134	70060
7066	197334	73126
7067	197724	12063
7068	197911	134349
7069	197925	3244570
7070	198014	3252680
7071	198016	69403
7072	198198	1977
7073	198231	3236020
7074	198286	4266
7075	198452	134011
7076	198500	67881
7077	198550	68120
7078	198559	67842
7079	198630	70714
7080	198756	750073
7081	198825	2052
7082	199065	67970
7083	199137	68480
7084	199680	67373
7085	199815	71781
7086	200231	20460
7087	200277	37624
7088	200506	61082
7089	202504	90302
7090	203488	63545
7091	204357	90334
7092	213274	14678
7093	213530	24760
7094	213563	24995
7095	213878	213879
7096	213879	36678
7097	213955	38289
7098	213973	39359
7099	214243	50990
7100	214313	52395
7101	214667	61568
7102	219809	58516
7103	224614	68712
7104	227904	72957
7105	228962	65339
7106	229961	70396
7107	230353	48552
7108	235897	4684077
7109	236037	59884
7110	244664	67266
7111	264338	63578
7112	267822	61930
7113	269754	63988
7114	283677	26824
7115	289052	3980
7116	306561	64512
7117	317995	68291
7118	321756	68057
7119	326726	19641
7120	329340	66208
7121	332859	57764
7122	340055	21076
7123	356525	150331
7124	370764	61435
7125	390594	62856
7126	392060	65634
7127	394012	62880
7128	398368	40318
7129	420129	51925
7130	421165	392060
7131	428034	72039
7132	452439	62622
7133	454855	129874
7134	462443	65017
7135	466119	471026
7136	471026	466119
7137	472840	129874
7138	481532	64075
7139	483219	66318
7140	486781	64219
7141	488672	3918606
7142	490824	3916735
7143	493056	488672
7144	496903	44026
7145	497052	67048
7146	510612	38391
7147	511306	64725
7148	515659	44993
7149	518461	64240
7150	522676	67256
7151	524260	68329
7152	525677	64580
7153	528027	43282
7154	535018	69967
7155	538615	25167
7156	538849	9002364
7157	542863	45960
7158	543324	45716
7159	546866	64632
7160	547957	46442
7161	552752	46023
7162	553045	553224
7163	553224	553045
7164	557547	553224
7165	560327	43287
7166	561887	70884
7167	563367	45099
7168	563744	43337
7169	564496	45136
7170	564876	44607
7171	567143	42182
7172	570005	40386
7173	572428	43651
7174	572750	48175
7175	572839	43411
7176	572926	43597
7177	573385	2798854
7178	575068	43402
7179	575633	43249
7180	576005	43355
7181	576609	78886
7182	576924	45563
7183	577429	43402
7184	578120	43340
7185	578530	43130
7186	580358	52180
7187	585847	41856
7188	588188	45855
7189	589361	43306
7190	590380	67835
7191	595355	69964
7192	597219	38452
7193	597779	42018
7194	598157	43916
7195	598512	63293
7196	601357	40549
7197	605479	610368
7198	610368	41022
7199	610980	68409
7200	612829	31761
7201	614457	3766824
7202	615556	35833
7203	617996	36767
7204	618961	2800884
7205	624136	35833
7206	625548	33109
7207	629951	68409
7208	631386	39212
7209	632808	34101
7210	633867	35188
7211	634165	45919
7212	634547	45391
7213	634613	34005
7214	635762	35417
7215	638463	100032
7216	639970	35333
7217	640227	35188
7218	646162	30878
7219	651653	32296
7220	652152	46357
7221	657606	51289
7222	660130	159145
7223	661432	132391
7224	661915	31160
7225	663890	83219
7226	666815	1898
7227	669843	24590
7228	672726	67932
7229	673549	639970
7230	673630	31391
7231	677423	25943
7232	679199	657606
7233	681085	32736
7234	683083	159164
7235	683463	679199
7236	686765	67909
7237	690285	2000
7238	691232	64568
7239	698967	43925
7240	701239	31493
7241	702156	1651
7242	703343	45098
7243	705526	44755
7244	705914	51061
7245	707312	28685
7246	707430	735318
7247	708080	1518
7248	708196	64884
7249	709257	45217
7250	713507	45062
7251	715428	45355
7252	716950	38334
7253	717280	45086
7254	717446	45217
7255	720702	45179
7256	720745	47102
7257	720820	38417
7258	721308	44974
7259	727323	157406
7260	728023	46098
7261	728536	31330
7262	728777	17608
7263	729818	49676
7264	732726	728536
7265	732787	31822
7266	733044	44614
7267	734439	45173
7268	735318	13602
7269	735358	27882
7270	736219	53029
7271	736222	54646
7272	737369	31039
7273	738495	27670
7274	738908	38037
7275	740192	31288
7276	741631	31632
7277	742559	31541
7278	742765	737369
7279	742842	31252
7280	744605	3097920
7281	747791	86003
7282	748748	41711
7283	750073	198756
7284	750199	31754
7285	751607	3211129
7286	754628	19518
7287	755655	31403
7288	755661	31447
7289	755699	44589
7290	756457	28418
7291	758254	46330
7292	758856	31312
7293	761243	31586
7294	761585	31637
7295	762391	36872
7296	763675	46330
7297	765167	31280
7298	766069	68583
7299	766211	134459
7300	767095	768001
7301	768001	767095
7302	768808	31574
7303	769318	49473
7304	769348	768001
7305	770402	769348
7306	771919	12011
7307	772347	31642
7308	773465	31500
7309	773980	43649
7310	776142	31405
7311	777145	51902
7312	778366	52375
7313	784557	41015
7314	789040	777145
7315	790691	18808
7316	792560	54644
7317	792602	52599
7318	794388	46531
7319	795544	47948
7320	797053	30519
7321	797164	45514
7322	797889	798157
7323	798157	797889
7324	799613	819710
7325	800429	30253
7326	801024	818436
7327	803771	26601
7328	804891	68328
7329	805685	53234
7330	810036	46491
7331	810775	804891
7332	812038	52810
7333	813130	68538
7334	814799	49939
7335	816514	31126
7336	817614	53186
7337	818436	139476
7338	819710	799613
7339	819848	68201
7340	820306	53580
7341	820578	41015
7342	821034	27885
7343	822312	32082
7344	822715	29290
7345	825431	18749
7346	825587	827189
7347	827179	10209
7348	827189	30204
7349	827284	43703
7350	827500	46574
7351	828767	414
7352	836536	32018
7353	837047	27351
7354	838214	27840
7355	839445	64656
7356	840553	17668
7357	843155	18889
7358	845807	858511
7359	845843	25155
7360	846550	847030
7361	847030	850863
7362	849351	160364
7363	850722	29907
7364	850863	850968
7365	850968	850863
7366	851984	28927
7367	853722	3097918
7368	854545	28875
7369	854905	856995
7370	856362	873268
7371	856995	854905
7372	858511	2138
7373	858660	24840
7374	859060	33009
7375	860181	29377
7376	863705	24885
7377	865347	28492
7378	867749	52563
7379	868840	52563
7380	872424	897426
7381	872718	46097
7382	873268	52462
7383	873937	46383
7384	874029	877390
7385	877390	17493
7386	885859	17409
7387	886354	889701
7388	888633	67892
7389	888878	37660
7390	889701	886354
7391	890512	64463
7392	890565	50807
7393	892101	45650
7394	894102	45955
7395	895717	896975
7396	896031	45650
7397	896975	895717
7398	897426	872424
7399	900168	3803344
7400	900848	901448
7401	901448	900848
7402	901781	34904
7403	903648	26151
7404	903751	13976
7405	906912	154235
7406	908103	16809
7407	908248	11264
7408	909357	27774
7409	910586	37245
7410	913707	913773
7411	913773	913707
7412	916918	17804
7413	918481	37366
7414	919880	3757238
7415	920013	27004
7416	924475	17074
7417	925285	11522
7418	928553	15950
7419	931808	951794
7420	934104	3082141
7421	938112	9002346
7422	938464	1935
7423	943600	924475
7424	946374	55122
7425	947373	17015
7426	948548	26429
7427	948843	43118
7428	949725	29579
7429	951794	931808
7430	952557	37027
7431	961182	16772
7432	962001	963294
7433	962326	147986
7434	963294	962001
7435	963409	3918975
7436	963477	45016
7437	965974	1027798
7438	970380	3442482
7439	970571	38580
7440	970580	44954
7441	972352	53093
7442	974148	53977
7443	975705	48307
7444	980375	963294
7445	983016	1014127
7446	984749	32205
7447	990458	27260
7448	993678	1019975
7449	994082	68080
7450	994586	48085
7451	995313	45170
7452	995496	43679
7453	1004715	43151
7454	1010767	72009
7455	1011395	12466
7456	1013851	5777
7457	1013976	44956
7458	1014127	983016
7459	1019975	51055
7460	1021840	90718
7461	1023994	160376
7462	1024261	1028168
7463	1027798	3080241
7464	1028168	5679
7465	1028639	16195
7466	1030097	14600
7467	1030483	52345
7468	1034698	32091
7469	1035882	37008
7470	1037109	49236
7471	1041440	14600
7472	1043616	50323
7473	1045441	16144
7474	1047663	1066555
7475	1048719	105379
7476	1049756	26223
7477	1059326	91347
7478	1061467	16060
7479	1062175	42747
7480	1063216	1059326
7481	1066555	1047663
7482	1068443	68743
7483	1068547	139241
7484	1069176	170346
7485	1070576	83543
7486	1072224	68771
7487	1074684	44310
7488	1075005	3599430
7489	1077281	1088268
7490	1083844	11774
7491	1085714	55281
7492	1088268	1124767
7493	1090402	47349
7494	1104660	69847
7495	1104672	11670
7496	1109999	1230912
7497	1124767	1088268
7498	1126018	135784
7499	1126897	83546
7500	1139671	42195
7501	1145436	28258
7502	1146040	3082690
7503	1177211	43397
7504	1177254	4979
7505	1179432	10060
7506	1179793	67737
7507	1190315	53770
7508	1193898	53578
7509	1197513	1190315
7510	1202458	54171
7511	1223466	47641
7512	1223942	29471
7513	1227404	3355297
7514	1230912	11230
7515	1235665	71837
7516	1283560	49513
7517	1294753	3394489
7518	1295846	38168
7519	1297331	27635
7520	1307035	38964
7521	1309725	55605
7522	1312883	1317169
7523	1317169	1312883
7524	1345197	43998
7525	1350579	3531206
7526	1352430	33030
7527	1359643	27184
7528	1360237	52212
7529	1365365	27784
7530	1365837	27088
7531	1368772	55660
7532	1372513	45079
7533	1381842	202504
7534	1384653	27851
7535	1388496	1345197
7536	1393069	52887
7537	1393760	28887
7538	1395955	26695
7539	1396285	26742
7540	1397368	3091021
7541	1404402	61802
7542	1404628	4003267
7543	1410265	45883
7544	1423943	36176
7545	1432984	213878
7546	1438242	36678
7547	1460544	4074792
7548	1467048	61536
7549	1496906	36929
7550	1502260	36501
7551	1511334	50948
7552	1512638	36535
7553	1525158	5065012
7554	1528515	26750
7555	1528674	35854
7556	1530685	35804
7557	1534834	1665309
7558	1535396	36200
7559	1536138	71133
7560	1553888	38748
7561	1554913	58183
7562	1561163	4581117
7563	1578376	214667
7564	1601696	15608
7565	1611051	58423
7566	1635103	4545797
7567	1638595	86688
7568	1646422	60911
7569	1648997	49734
7570	1653806	23232
7571	1665309	23483
7572	1667257	35521
7573	1674543	23498
7574	1681024	59426
7575	1729014	5061291
7576	1736432	35977
7577	1742964	7841
7578	1761618	23762
7579	1763621	1805856
7580	1772328	89642
7581	1782383	25603
7582	1784019	58475
7583	1799182	55227
7584	1805856	1763621
7585	1817480	25799
7586	1894782	37976
7587	1946946	52424
7588	1969781	49476
7589	1977014	48690
7590	2026905	35754
7591	2037825	25972
7592	2064997	25562
7593	2069162	50853
7594	2078051	50942
7595	2078376	3559973
7596	2081534	3559973
7597	2088712	2081534
7598	2093798	4099775
7599	2108986	53229
7600	2109146	20492
7601	2121110	35003
7602	2124430	51713
7603	2126113	55080
7604	2138143	35064
7605	2139858	2138143
7606	2151801	48749
7607	2151881	49311
7608	2161501	34908
7609	2171375	3557361
7610	2176295	4074750
7611	2176799	2210950
7612	2184997	4012164
7613	2193635	4012164
7614	2201393	60222
7615	2210950	2211475
7616	2211475	2210950
7617	2236491	48034
7618	2246952	52476
7619	2271763	26563
7620	2286797	47231
7621	2316668	34232
7622	2317440	50031
7623	2343136	50031
7624	2366508	2366989
7625	2366989	2366508
7626	2376061	50331
7627	2384678	165861
7628	2394027	52336
7629	2408657	34962
7630	2414734	53476
7631	2427916	63880
7632	2459580	50505
7633	2487633	50338
7634	2494825	50338
7635	2501446	2494825
7636	2506745	49874
7637	2546081	20536
7638	2567028	4006040
7639	2576681	20884
7640	2584607	4006040
7641	2586382	54346
7642	2588613	49881
7643	2590679	55561
7644	2593509	2633244
7645	2606552	29717
7646	2628740	47512
7647	2633244	46882
7648	2643061	3383292
7649	2647063	38788
7650	2664790	41222
7651	2665409	34752
7652	2666155	38289
7653	2673378	165358
7654	2682454	39568
7655	2688392	2688495
7656	2688495	2688392
7657	2690696	2691565
7658	2691381	2797207
7659	2691565	2797207
7660	2691587	165356
7661	2692604	2691381
7662	2722040	14261
7663	2726819	2729130
7664	2729130	2726819
7665	2734896	15212
7666	2737130	35869
7667	2741481	16030
7668	2768105	67628
7669	2791727	26596
7670	2791739	26596
7671	2791741	2791743
7672	2791743	26596
7673	2791769	26532
7674	2792195	29160
7675	2792321	100080
7676	2792778	100096
7677	2793194	2800421
7678	2793197	52647
7679	2793206	55582
7680	2793224	2801977
7681	2793234	2801977
7682	2793251	2793253
7683	2793253	2793251
7684	2793254	90243
7685	2793279	2793306
7686	2793298	2801990
7687	2793299	57554
7688	2793301	2793321
7689	2793306	57649
7690	2793307	57554
7691	2793321	57652
7692	2793322	59038
7693	2793325	2793328
7694	2793328	57815
7695	2793329	3077977
7696	2793344	3077996
7697	2793345	2793344
7698	2793347	57815
7699	2793350	2793365
7700	2793364	2800437
7701	2793365	2793350
7702	2793431	17609
7703	2797207	2691565
7704	2797282	13301
7705	2798816	43207
7706	2798854	43332
7707	2800399	47143
7708	2800400	47728
7709	2800404	101325
7710	2800408	2800410
7711	2800410	2800408
7712	2800414	2800426
7713	2800417	51925
7714	2800421	2793194
7715	2800426	54411
7716	2800428	2807099
7717	2800429	2800434
7718	2800432	2800434
7719	2800434	2800429
7720	2800435	57544
7721	2800436	2800432
7722	2800437	2793364
7723	2800847	49608
7724	2800884	47549
7725	2800910	55648
7726	2800919	67282
7727	2801036	60507
7728	2801623	2807091
7729	2801977	2793234
7730	2801987	56404
7731	2801990	2793298
7732	2802320	9002824
7733	2802321	13693
7734	2802322	166078
7735	2802324	97146
7736	2802329	140953
7737	2802336	20400
7738	2807064	3994639
7739	2807067	3994639
7740	2807070	2807073
7741	2807072	23740
7742	2807073	25167
7743	2807074	25304
7744	2807075	2807078
7745	2807076	25288
7746	2807078	25842
7747	2807080	30538
7748	2807081	29815
7749	2807083	2807084
7750	2807084	2807083
7751	2807085	96462
7752	2807086	2792321
7753	2807087	33098
7754	2807088	36697
7755	2807090	2807093
7756	2807091	2801623
7757	2807092	2801623
7758	2807093	40110
7759	2807096	166290
7760	2807097	3075152
7761	2807099	2800428
7762	2807112	14343
7763	2807118	15773
7764	2807172	8557
7765	2807181	97146
